author,content,retweet,new_june_2018
guillnavarrete,Images of Islamic flag being carried by French authorities after #StQuentinFallavier attack http://t.co/FhpPNbjlb3,1,0
politweecs,Same-sex marriage is a right #SCOTUSMarriage #LoveWins http://t.co/hdfi2lSPNt,0,0
jenn_abrams,The Supreme Court has ruled gay marriage legal in all 50 states! #LoveWins  #SCOTUSMarriage http://t.co/raypV68PVa,0,0
dorothiebell,Supreme Court legalizes marriage equality across the country #LoveWins http://t.co/hNY0hwqUV7,1,0
drgregorywest,Supreme Court legalizes marriage equality across the country #LoveWins http://t.co/hNY0hwqUV7,1,0
jacquelinisbest,Supreme Court legalizes marriage equality across the country #LoveWins http://t.co/hNY0hwqUV7,1,0
jenn_abrams,Supreme Court legalizes marriage equality across the country #LoveWins http://t.co/hNY0hwqUV7,0,0
jenn_abrams,'@HillaryClinton @blayne_troy http://t.co/00NWjgzbKS',0,0
jenn_abrams,'@cnnbrk #Lovewins we`ve lost',0,0
evagreen69,"#ThisCouldBeUsBut we are gays and... Oh, wait! Now we can!!! #LoveWins",1,0
jenn_abrams,'@washingtonpost the biggest shame!',0,0
politweecs,'@HuffPostPol @HuffingtonPost #LoveWins again http://t.co/aqtZ6NbV5b',0,0
olivia1gb,'@HuffPostPol @HuffingtonPost #LoveWins again http://t.co/aqtZ6NbV5b',1,1
politweecs,'@mashable #LoveWins again http://t.co/qEY4JPwPql',0,0
jenn_abrams,'@washingtonpost the first nail in the coffin of America!',0,0
politweecs,'@LadySandersfarm The Rainbow House',0,0
jenn_abrams,The first nail in the coffin of America #LoveWins,0,0
priceforpierce,'@washingtonpost the first nail in the coffin of America!',1,0
jenn_abrams,'@nypost http://t.co/417fPPYYa2',0,0
politweecs,'@TheOnion all people are created equal but some are more equal than others',0,0
politweecs,'@BobbyJindal in God we trust',0,0
politweecs,'@Tjooitink @HuffPostPol @HuffingtonPost heterosexuals will',0,0
jenn_abrams,'@mashable Sometimes it seems to me that he`s gay....wait...faggot!',0,0
politweecs,Jimmy Fallon hospitalized after hand injury via @TMZ http://t.co/4jnpyxuuGP,0,0
jenn_abrams,'@HistoryInPics oh stop it!!',0,0
jenn_abrams,'@nytimes and to define love!',0,0
jenn_abrams,After same-sex marriage ruling I want #SCOTUS to define what marriage is and what love is! http://t.co/mqXGQLLTeS,0,0
jenn_abrams,'@realDonaldTrump u will become a bankrupt the fifth time',0,0
jenn_abrams,'@nytimes I want him to define 'marriage' and 'love'',0,0
guillnavarrete,GOP candidates who have shown today that they are serious about winning a GENERAL election: one. Gov @JebBush #tcot #equalmarriage,1,0
jenn_abrams,'@nytimesworld the only thing - we are not able to defeat terrorists',0,0
jenn_abrams,'@cnnbrk RIP',0,0
clydedaws0n,"'@Jenn_Abrams marriage? They don't know. Love, as it's been said, is love.'",0,0
dingdonparker,'@Jenn_Abrams We got smart guys there',0,1
alfredthree,'@Jenn_Abrams Once I saw a long haired man wearing a skirt',0,0
evewebster373,'@Politweecs was it a good speech?',0,0
cecil_hays,'@Politweecs ï¿?Terrorists must die',0,0
kateritterrrr,'@Politweecs @Tjooitink @HuffPostPol @HuffingtonPost hahaha!',0,0
marissaimstrong,'@Politweecs @Tjooitink @HuffPostPol @HuffingtonPost right!!',0,0
lelandgraves_,Even Apple banned civil war games in appstore,0,0
alfredthree,'@Politweecs @TMZ Get well soon!',0,0
chesplayschess,'@Humoritarian God is embarassed of us',0,0
glennharper_,'@Politweecs @mashable This damn rainbow flag is everywhere',0,0
handsome_henson,'@Humoritarian Don't be upset until it touches your kids',0,0
gibbs_jeremy_,"'@Humoritarian It was inside job, its clear'",0,0
arm_2_alan,Four people were killed in a suicide attack on Friday on a Shi'ite Muslim mosque in Kuwait City http://t.co/KllnAZKEMv,1,0
emmettmth,Huge flames shot out of a Memphis tire shop Friday morning http://t.co/m5tbGs8ILX,1,0
chesplayschess,"Louisiana GOP congressional members condemn ruling for gay marriage, Democrats say it advances freedom  #news",1,0
chesplayschess,Supreme Court's landmark ruling legalizes gay marriage nationwide  #US #news,1,0
emmettmth,"Best-selling music: Selena Gomez, James Taylor  #entertainment",1,0
guillnavarrete,U.S. Supreme Court legalizes same-sex marriage  #news,1,0
arm_2_alan,"Obama: ""By taking down that flag we express Gd's grace.""",1,0
jenn_abrams,#LGBT members have never been slaves!!! #LoveWins http://t.co/pwH47l7Nwx,0,0
arm_2_alan,Delivery man beheads boss in suspected Islamist attack on French gas site  #world #news,1,0
arm_2_alan,ï¿½ï¿½ Think you love the sunroof? Prepare to experience pure joy watching a dog catch some fresh air http://t.co/qxWaWTZghR,1,0
chesplayschess,Kris Jenner talks about Caitlyn Jenner's transition for first time since Vanity Fair cover http://t.co/eOXogpgRvc http://t.co/mHwOkqvNmK,1,0
chesplayschess,Obama urges reckoning with racism's 'uncomfortable truths'  #politics,1,0
arm_2_alan,Supporters: Obamacare Still Needs Work: 'People aren't entirely covered yet' http://t.co/YIhZIE3Uzc,1,0
guillnavarrete,"Cleveland NAACP, other groups set to file brief on concerns with consent decree: The local NAACP, the Collaborative for a Safe...  #crime",1,0
politweecs,#Obama to meet with #CharlestonShooting victims'families following service for Sen Rev #ClementaPinckney http://t.co/XoYpKqz5WV,0,0
chesplayschess,#Jindal : No earthly court can alter God's establishment. Actually earthly court can sentence God to death,1,0
emmettmth,Ryne Sandberg resigns as Philadelphia Phillies manager  #baseball,1,0
drgregorywest,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
drgregorywest,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
drgregorywest,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
drgregorywest,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
drgregorywest,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
drgregorywest,#tech Obama health care law survives second Supreme Court fight,1,0
drgregorywest,Lifestyle changes may not cure obesity: study  #health,1,0
drgregorywest,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
drgregorywest,"#local NHL Draft: Sharp, Skinner Both on Trade Block",1,0
drgregorywest,"GOP Bill To Privatize Wine, Liquor Sales Under Construction  #news",1,0
michellearry,Best week in Washington: Obama's legacy  #politics,1,0
michellearry,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
michellearry,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
michellearry,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
michellearry,Celebrity photos of the week  #showbiz,1,0
michellearry,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
michellearry,"GOP Bill To Privatize Wine, Liquor Sales Under Construction  #news",1,0
michellearry,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
michellearry,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
michellearry,"#politics California's vaccine bill passes Assembly, next hurdle: Gov. Jerry Brown",1,0
michellearry,Donald Trump's war with Univision gets nasty  #entertainment,1,0
michellearry,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
michellearry,#local #news Paradise Valley police hunting for thieves,1,0
msheathowens,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
msheathowens,#tech Obama health care law survives second Supreme Court fight,1,0
msheathowens,Police arrest juvenile for stealing more than $350 in cosmetics: Beachwood Police Blotter: Police arrest a teenager for steali...  #crime,1,0
msheathowens,Correction: Abortion Decline-Illinois story  #health,1,0
msheathowens,#news Wichita man convicted of trying to kill wife and two sons,1,0
msheathowens,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
msheathowens,The Latest: Abbott's office says memo not discriminatory  #Texas #news,1,0
msheathowens,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
msheathowens,"#local NHL Draft: Sharp, Skinner Both on Trade Block",1,0
msheathowens,Obama health care law survives second Supreme Court fight  #health,1,0
msheathowens,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
msheathowens,#local #news Paradise Valley police hunting for thieves,1,0
msheathowens,Donald Trump's war with Univision gets nasty  #entertainment,1,0
msheathowens,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
msheathowens,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
msheathowens,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
happkendrahappy,#tech Obama health care law survives second Supreme Court fight,1,0
happkendrahappy,Best week in Washington: Obama's legacy  #politics,1,0
happkendrahappy,Correction: Abortion Decline-Illinois story  #health,1,0
happkendrahappy,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
happkendrahappy,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
happkendrahappy,Report: Air Force's case for cutting A-10 weak  #politics,1,0
happkendrahappy,Third special session likely as budget negotiations continue  #business #news,1,0
happkendrahappy,Michigan companies praise same-sex ruling  #politics,1,0
karenparker93,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
karenparker93,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
karenparker93,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
karenparker93,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
karenparker93,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
rh0lbr00k,"#local NHL Draft: Sharp, Skinner Both on Trade Block",1,0
rh0lbr00k,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
albertmorenmore,Donald Trump's war with Univision gets nasty  #entertainment,1,0
albertmorenmore,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
albertmorenmore,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
albertmorenmore,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
albertmorenmore,#tech Obama health care law survives second Supreme Court fight,1,0
albertmorenmore,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
albertmorenmore,Obama health care law survives second Supreme Court fight  #health,1,0
albertmorenmore,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
carriethornthon,Celebrity photos of the week  #showbiz,1,0
carriethornthon,#news Wichita man convicted of trying to kill wife and two sons,1,0
carriethornthon,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
carriethornthon,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
carriethornthon,"PolicÃ­a mata a Richard Matt, uno de los prÃ³fugos de NY  #noticias",1,0
carriethornthon,"#politics California's vaccine bill passes Assembly, next hurdle: Gov. Jerry Brown",1,0
carriethornthon,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
happkendrahappy,#local #news Paradise Valley police hunting for thieves,1,0
happkendrahappy,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
happkendrahappy,Lifestyle changes may not cure obesity: study  #health,1,0
karenparker93,Lifestyle changes may not cure obesity: study  #health,1,0
karenparker93,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
karenparker93,#local #news Paradise Valley police hunting for thieves,1,0
karenparker93,#tech Obama health care law survives second Supreme Court fight,1,0
karenparker93,Report: Air Force's case for cutting A-10 weak  #politics,1,0
karenparker93,Obama health care law survives second Supreme Court fight  #health,1,0
rh0lbr00k,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
rh0lbr00k,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
rh0lbr00k,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
rh0lbr00k,Lifestyle changes may not cure obesity: study  #health,1,0
rh0lbr00k,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
rh0lbr00k,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
rh0lbr00k,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
carriethornthon,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
carriethornthon,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
carriethornthon,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
carriethornthon,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
carriethornthon,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
donnabrivera,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
donnabrivera,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
donnabrivera,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
donnabrivera,#local #news Paradise Valley police hunting for thieves,1,0
donnabrivera,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
donnabrivera,Lifestyle changes may not cure obesity: study  #health,1,0
donnabrivera,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
donnabrivera,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
donnabrivera,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
donnabrivera,Donald Trump's war with Univision gets nasty  #entertainment,1,0
donnabrivera,Missing Clinton emails likely to raise new questions  #politics,1,0
donnabrivera,Francisco Lindor continues reaching early milestones: Indians shortstop Francisco Lindor co... http://t.co/Wv3OSdU8aZ #Cleveland #sports,1,0
donnabrivera,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
donnabrivera,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
donnabrivera,Michigan companies praise same-sex ruling  #politics,1,0
donnabrivera,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
garrettsimpson_,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
garrettsimpson_,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
garrettsimpson_,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
garrettsimpson_,Best week in Washington: Obama's legacy  #politics,1,0
garrettsimpson_,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
garrettsimpson_,Francisco Lindor continues reaching early milestones: Indians shortstop Francisco Lindor co... http://t.co/Wv3OSdU8aZ #Cleveland #sports,1,0
garrettsimpson_,Celebrity photos of the week  #showbiz,1,0
jeannemccarthy0,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
jeannemccarthy0,Best week in Washington: Obama's legacy  #politics,1,0
jeannemccarthy0,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
jeannemccarthy0,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
jeannemccarthy0,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
jeannemccarthy0,Report: Air Force's case for cutting A-10 weak  #politics,1,0
jeannemccarthy0,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
jeannemccarthy0,#tech Obama health care law survives second Supreme Court fight,1,0
jeannemccarthy0,Celebrity photos of the week  #showbiz,1,0
jeannemccarthy0,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
jeannemccarthy0,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
jeannemccarthy0,"#politics California's vaccine bill passes Assembly, next hurdle: Gov. Jerry Brown",1,0
jeannemccarthy0,Michigan companies praise same-sex ruling  #politics,1,0
jeannemccarthy0,"30-year-old Donaldsonville man dies in crash on La. 3089, hit 18-wheeler  #news",1,0
jeannemccarthy0,Lifestyle changes may not cure obesity: study  #health,1,0
wadeharriot,Best week in Washington: Obama's legacy  #politics,1,0
wadeharriot,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
wadeharriot,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
wadeharriot,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
wadeharriot,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
wadeharriot,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
wadeharriot,#local #news Paradise Valley police hunting for thieves,1,0
wadeharriot,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
wadeharriot,Francisco Lindor continues reaching early milestones: Indians shortstop Francisco Lindor co... http://t.co/Wv3OSdU8aZ #Cleveland #sports,1,0
wadeharriot,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
wadeharriot,Lifestyle changes may not cure obesity: study  #health,1,0
wadeharriot,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
garrettsimpson_,Michigan companies praise same-sex ruling  #politics,1,0
garrettsimpson_,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
garrettsimpson_,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
garrettsimpson_,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
jeannemccarthy0,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
kateritterrrr,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
kateritterrrr,Missing Clinton emails likely to raise new questions  #politics,1,0
kateritterrrr,Report: Air Force's case for cutting A-10 weak  #politics,1,0
kateritterrrr,Michigan companies praise same-sex ruling  #politics,1,0
kateritterrrr,Correction: Abortion Decline-Illinois story  #health,1,0
kateritterrrr,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
kateritterrrr,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
lelandgraves_,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
lelandgraves_,Best week in Washington: Obama's legacy  #politics,1,0
lelandgraves_,South Texas police officer arrested for soliciting prostitute  #local #news,1,0
lelandgraves_,Correction: Abortion Decline-Illinois story  #health,1,0
lelandgraves_,Michigan companies praise same-sex ruling  #politics,1,0
lelandgraves_,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
lelandgraves_,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
lelandgraves_,Celebrity photos of the week  #showbiz,1,0
lelandgraves_,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
lelandgraves_,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
stanley_cox_,Silicon Valley Leaders Celebrate Same-Sex Marriage Ruling  #local #news,1,0
stanley_cox_,Missing Clinton emails likely to raise new questions  #politics,1,0
stanley_cox_,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
stanley_cox_,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
stanley_cox_,"#politics California's vaccine bill passes Assembly, next hurdle: Gov. Jerry Brown",1,0
stanley_cox_,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
stanley_cox_,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
arm_2_alan,Lifestyle changes may not cure obesity: study  #health,1,0
chesplayschess,Celebrity photos of the week  #showbiz,1,0
chesplayschess,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
chesplayschess,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
chesplayschess,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
chesplayschess,New Orleans Mayor: Time To Tear Down Statue Of Robert E. Lee http://t.co/AgJgWXgmcl Why not rewrite history? #RedNationRising #WakeUpAmerica,1,0
chesplayschess,#tech Obama health care law survives second Supreme Court fight,1,0
heyits_toby,Local Pastor Gives Thoughts On Supreme Court Ruling  #local #Memphis,1,0
heyits_toby,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
heyits_toby,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
heyits_toby,Correction: Abortion Decline-Illinois story  #health,1,0
heyits_toby,Francisco Lindor continues reaching early milestones: Indians shortstop Francisco Lindor co... http://t.co/Wv3OSdU8aZ #Cleveland #sports,1,0
heyits_toby,Donald Trump's war with Univision gets nasty  #entertainment,1,0
heyits_toby,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
heyits_toby,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
heyits_toby,Obama health care law survives second Supreme Court fight  #health,1,0
heyits_toby,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
heyits_toby,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
heyits_toby,Celebrity photos of the week  #showbiz,1,0
marissaimstrong,"2 suspects rush into Chevron, rob and pistol-whip store clerk  #news",1,0
stanley_cox_,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
stanley_cox_,Lifestyle changes may not cure obesity: study  #health,1,0
stanley_cox_,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
stanley_cox_,Report: Air Force's case for cutting A-10 weak  #politics,1,0
chesplayschess,Michigan companies praise same-sex ruling  #politics,1,0
chesplayschess,#local #news Paradise Valley police hunting for thieves,1,0
heyits_toby,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
heyits_toby,Supreme Court declares nationwide right to same-sex marriage  #politics,1,0
kenzdonovan,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
kenzdonovan,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
kenzdonovan,Escaped Prisoner Richard Matt Shot and Killed By Police  #local,1,0
kenzdonovan,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
kenzdonovan,Missing Clinton emails likely to raise new questions  #politics,1,0
marissaimstrong,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
marissaimstrong,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
marissaimstrong,Report: Air Force's case for cutting A-10 weak  #politics,1,0
marissaimstrong,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
marissaimstrong,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
marissaimstrong,"#politics California's vaccine bill passes Assembly, next hurdle: Gov. Jerry Brown",1,0
_nickluna_,Francisco Lindor continues reaching early milestones: Indians shortstop Francisco Lindor co... http://t.co/Wv3OSdU8aZ #Cleveland #sports,1,0
chesplayschess,"Chinese stocks drop, but impact in US is seen as limited  #money",1,0
jsncarey,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
jsncarey,Correction: Abortion Decline-Illinois story  #health,1,0
jsncarey,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
jsncarey,Sports world reacts to Supreme Court gay marriage ruling  #sports,1,0
jsncarey,"#local NHL Draft: Sharp, Skinner Both on Trade Block",1,0
jsncarey,State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,1,0
jsncarey,"GOP Bill To Privatize Wine, Liquor Sales Under Construction  #news",1,0
jsncarey,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
kenzdonovan,Supreme Court declares nationwide right to same-sex marriage  #politics,1,0
kenzdonovan,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
kenzdonovan,#tech Obama health care law survives second Supreme Court fight,1,0
kenzdonovan,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
kenzdonovan,#local #news Paradise Valley police hunting for thieves,1,0
kenzdonovan,Report: Air Force's case for cutting A-10 weak  #politics,1,0
kenzdonovan,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
kenzdonovan,"GOP Bill To Privatize Wine, Liquor Sales Under Construction  #news",1,0
_nickluna_,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
_nickluna_,#politics SCOTUS overrules gay marriage bans. Cons rally,1,0
_nickluna_,Report: Air Force's case for cutting A-10 weak  #politics,1,0
_nickluna_,"NHL Draft: Sharp, Skinner Both on Trade Block: Even though the NHL Draft doesn't start until Friday night, there are already ...  #sports",1,0
_nickluna_,Rep. MIke Johnson defends work for state in abortion case  #news,1,0
_nickluna_,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
_nickluna_,Correction: Abortion Decline-Illinois story  #health,1,0
_nickluna_,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
_nickluna_,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
_nickluna_,Donald Trump's war with Univision gets nasty  #entertainment,1,0
jsncarey,Obama health care law survives second Supreme Court fight  #health,1,0
jsncarey,Lifestyle changes may not cure obesity: study  #health,1,0
jsncarey,"N.Y. prison escapee shot, killed; other inmate sought  #news",1,0
jsncarey,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
mandy9stevens,#tech Obama health care law survives second Supreme Court fight,1,0
mandy9stevens,New York Escaped Prisoner Richard Matt Is Reported Killed  #news,1,0
mandy9stevens,Reports: Escaped N.Y. murderer shot and killed by police: DNA evidence reportedly found at a ... http://t.co/Y9O50MIgaa #Cleveland #news,1,0
mandy9stevens,City vehicles targeted by thieves: Shaker Heights police blotter: City workers told Shaker Heights police someone broke into a...  #crime,1,0
mandy9stevens,Escaped murderer Richard Matt fatally shot by police: Second inmate David Sweat still on the loose Â Â Â Â Â Â Â  http://t.co/AjTh6EOAmF #breaking,1,0
mandy9stevens,"GOP Bill To Privatize Wine, Liquor Sales Under Construction  #news",1,0
mandy9stevens,Man gets 15 years to life for beating girlfriend to death near Lake Merritt  #news,1,0
mandy9stevens,Historic gay marriage ruling stirs emotion across US  #Texas,1,0
mandy9stevens,Car break-in suspects caught after brief foot chase: Cleveland Heights police blotter: Three teenage boys led police on a foot...  #crime,1,0
mandy9stevens,"#news #Chicago Report: Penguins, Bruins, Canadiens Among Those Expressing Serious Interest In Blackhawksâ€?Patrick Sharp",1,0
mandy9stevens,Supreme Court declares nationwide right to same-sex marriage  #politics,1,0
prettylaraplace,"Growing herbs, for a healthy body, mind and spirit  #health #news",1,0
